Matricula;Idade;Sexo;Escolaridade;Cargo;Anos_experiencia;Salario
805880;28;F;Superior Completo;Assist. Administrativo;0;2074.46
597623;28;M;Superior Completo;Assist. Administrativo;1;2438.51
597960;23;F;Superior Completo;Assist. Administrativo;1;2157.44
800501;28;F;Superior Completo;Assist. Administrativo;0;2637.49
597823;34;F;Superior Completo;Assist. Administrativo;1;2730.93
802827;39;F;Superior Completo;Assist. Administrativo;0;2278.15
801983;44;F;Superior Completo;Assist. Administrativo;0;2657.65
802309;25;F;Superior Completo;Assist. Administrativo;0;2438.51
806438;31;M;Superior Completo;Assist. Administrativo;0;1980.15
806555;24;M;Superior Completo;Assist. Administrativo;0;1980.15
599458;40;F;Superior Completo;Assist. Administrativo;1;2689.74
598221;24;F;Superior Completo;Assist. Administrativo;1;2157.44
502566;54;F;Pós-Graduação;Assist. Administrativo;34;4978.16
500962;61;F;Pós-Graduação;Assist. Administrativo;38;5601.89
508044;44;F;Pós-Graduação;Assist. Administrativo;24;3086.72
513718;38;M;Pós-Graduação;Assist. Administrativo;19;3611.03
517175;36;F;Pós-Graduação;Assist. Administrativo;17;4074.47
518562;35;M;Pós-Graduação;Assist. Administrativo;16;2963.25
518712;34;F;Pós-Graduação;Assist. Administrativo;16;2963.25
505034;51;F;Pós-Graduação;Assist. Administrativo;30;4674.58
503013;53;F;Pós-Graduação;Assist. Administrativo;33;3025.49
501303;57;F;Pós-Graduação;Assist. Administrativo;37;2950.51
545815;35;F;Pós-Graduação;Assist. Administrativo;10;2730.93
536129;30;F;Pós-Graduação;Assist. Administrativo;12;3344.9
567258;28;F;Pós-Graduação;Assist. Administrativo;5;4237.44
556190;29;M;Pós-Graduação;Assist. Administrativo;8;3698.03
562925;35;F;Pós-Graduação;Assist. Administrativo;6;3210.19
550315;28;F;Pós-Graduação;Assist. Administrativo;9;2806.11
599590;34;F;Pós-Graduação;Assist. Administrativo;1;2963.25
592263;34;F;Pós-Graduação;Assist. Administrativo;1;3344.9
594386;32;M;Pós-Graduação;Assist. Administrativo;1;2963.25
587570;23;F;Pós-Graduação;Assist. Administrativo;2;2157.44
581456;34;F;Pós-Graduação;Assist. Administrativo;9;2908.63
575500;29;M;Pós-Graduação;Assist. Administrativo;3;2950.51
577508;32;M;Técnico;Assist. Administrativo;3;2742.99
587503;27;F;Técnico;Assist. Administrativo;2;2247.34
804270;19;F;Técnico;Assist. Administrativo;0;2247.34
805745;28;M;Técnico;Assist. Administrativo;0;2730.93
805852;50;M;4ª Série Incompleta;Assist. de Operações;0;3536
800211;20;M;2º Grau Incompleto;Assist. de Operações;1;2247.34
547915;29;F;2º Grau Completo;Assist. de Operações;9;2354.09
544331;33;M;2º Grau Completo;Assist. de Operações;10;2730.93
552114;42;M;2º Grau Completo;Assist. de Operações;8;2844.72
550419;59;M;2º Grau Completo;Assist. de Operações;9;2844.72
553823;39;F;2º Grau Completo;Assist. de Operações;8;2950.51
555354;33;F;2º Grau Completo;Assist. de Operações;8;2668.77
572101;24;M;2º Grau Completo;Assist. de Operações;4;2844.72
578999;21;M;2º Grau Completo;Assist. de Operações;3;2247.34
591800;30;M;2º Grau Completo;Assist. de Operações;1;2247.34
579637;29;M;2º Grau Completo;Assist. de Operações;2;2247.34
579646;22;F;2º Grau Completo;Assist. de Operações;2;2157.44
597429;24;F;2º Grau Completo;Assist. de Operações;1;2015.85
593873;42;F;2º Grau Completo;Assist. de Operações;1;2247.34
589500;21;F;2º Grau Completo;Assist. de Operações;2;2157.44
804207;32;F;2º Grau Completo;Assist. de Operações;0;2247.34
802979;34;M;2º Grau Completo;Assist. de Operações;0;2438.51
805543;19;F;2º Grau Completo;Assist. de Operações;0;1980.16
805952;18;M;2º Grau Completo;Assist. de Operações;0;2074.46
802515;23;F;2º Grau Completo;Assist. de Operações;0;2340.98
800874;25;M;2º Grau Completo;Assist. de Operações;0;2015.85
599953;29;M;2º Grau Completo;Assist. de Operações;1;2730.93
599785;24;M;2º Grau Completo;Assist. de Operações;1;2247.34
598838;20;M;2º Grau Completo;Assist. de Operações;1;2730.93
806287;18;M;2º Grau Completo;Assist. de Operações;0;2157.44
806746;18;M;2º Grau Completo;Assist. de Operações;0;2157.44
538368;42;F;Superior Incompleto;Assist. de Operações;11;2438.51
573777;27;M;Superior Incompleto;Assist. de Operações;4;3911.49
571915;22;F;Superior Incompleto;Assist. de Operações;4;2438.51
578706;40;M;Superior Incompleto;Assist. de Operações;3;2730.93
575115;22;M;Superior Incompleto;Assist. de Operações;3;2963.25
575982;22;M;Superior Incompleto;Assist. de Operações;3;2247.34
584115;33;F;Superior Incompleto;Assist. de Operações;3;2247.34
585695;23;F;Superior Incompleto;Assist. de Operações;2;2247.34
804042;23;F;Superior Incompleto;Assist. de Operações;0;2247.34
508321;50;M;Superior Completo;Assist. de Operações;24;3604.83
536723;34;F;Superior Completo;Assist. de Operações;11;2438.51
539280;43;M;Superior Completo;Assist. de Operações;11;3102.34
542576;43;F;Superior Completo;Assist. de Operações;10;3210.19
556517;26;M;Superior Completo;Assist. de Operações;8;2844.72
565061;24;F;Superior Completo;Assist. de Operações;6;2340.98
566777;33;F;Superior Completo;Assist. de Operações;6;2157.44
570722;23;F;Superior Completo;Assist. de Operações;4;2668.77
595951;31;F;Superior Completo;Assist. de Operações;1;2247.34
580606;32;F;Superior Completo;Assist. de Operações;2;2340.98
595478;27;F;Superior Completo;Assist. de Operações;1;2247.34
592321;28;F;Superior Completo;Assist. de Operações;1;2157.44
590522;30;F;Superior Completo;Assist. de Operações;2;2157.44
598701;30;F;Superior Completo;Assist. de Operações;1;1886.97
802295;34;F;Superior Completo;Assist. de Operações;0;2247.34
806241;32;M;Superior Completo;Assist. de Operações;0;2247.34
518002;41;F;Pós-Graduação;Assist. de Operações;16;3604.83
577759;36;F;Pós-Graduação;Assist. de Operações;3;3338.6
803492;27;M;Técnico;Assist. de Operações;0;2247.34
598539;37;F;Técnico;Assist. de Operações;1;2157.44
805951;28;M;Técnico;Assist. de Operações;0;1980.15
585944;46;M;5ª a 8ª Série Incompleta;Assist. de Operações - Estoque;2;2157.44
806184;22;M;1º Grau Completo;Assist. de Operações - Estoque;0;2157.44
800457;33;M;1º Grau Completo;Assist. de Operações - Estoque;1;2074.12
579054;29;M;1º Grau Completo;Assist. de Operações - Estoque;3;2157.44
568509;49;M;1º Grau Completo;Assist. de Operações - Estoque;5;2438.51
564677;37;M;2º Grau Incompleto;Assist. de Operações - Estoque;6;2157.44
582570;30;M;2º Grau Incompleto;Assist. de Operações - Estoque;5;2536.05
599955;19;M;2º Grau Incompleto;Assist. de Operações - Estoque;1;2340.98
571949;45;M;2º Grau Completo;Assist. de Operações - Estoque;4;2488.29
506557;48;M;2º Grau Completo;Assist. de Operações - Estoque;28;3440.47
506340;51;M;2º Grau Completo;Assist. de Operações - Estoque;28;2963.25
502527;64;M;2º Grau Completo;Assist. de Operações - Estoque;34;2877.41
530535;33;M;2º Grau Completo;Assist. de Operações - Estoque;13;2438.51
512961;38;M;2º Grau Completo;Assist. de Operações - Estoque;19;2838.1
515188;56;M;2º Grau Completo;Assist. de Operações - Estoque;18;2844.72
528090;47;M;2º Grau Completo;Assist. de Operações - Estoque;14;2877.41
522644;36;F;2º Grau Completo;Assist. de Operações - Estoque;15;2295.78
536936;44;M;2º Grau Completo;Assist. de Operações - Estoque;11;2493.65
549117;27;F;2º Grau Completo;Assist. de Operações - Estoque;9;2963.25
554505;33;M;2º Grau Completo;Assist. de Operações - Estoque;8;2730.93
559964;33;M;2º Grau Completo;Assist. de Operações - Estoque;7;2247.34
552668;32;M;2º Grau Completo;Assist. de Operações - Estoque;8;2354.09
563284;24;M;2º Grau Completo;Assist. de Operações - Estoque;6;2795.85
556278;31;M;2º Grau Completo;Assist. de Operações - Estoque;8;2438.51
557392;29;M;2º Grau Completo;Assist. de Operações - Estoque;7;2571.61
563335;25;M;2º Grau Completo;Assist. de Operações - Estoque;6;2668.77
558719;25;M;2º Grau Completo;Assist. de Operações - Estoque;7;2844.72
566766;38;F;2º Grau Completo;Assist. de Operações - Estoque;6;2157.44
566711;29;M;2º Grau Completo;Assist. de Operações - Estoque;6;2183.41
568810;29;M;2º Grau Completo;Assist. de Operações - Estoque;5;2730.93
564896;41;M;2º Grau Completo;Assist. de Operações - Estoque;6;2595.41
563442;29;M;2º Grau Completo;Assist. de Operações - Estoque;6;2668.77
559741;48;M;2º Grau Completo;Assist. de Operações - Estoque;7;2736.58
567312;23;M;2º Grau Completo;Assist. de Operações - Estoque;5;2247.34
567125;33;F;2º Grau Completo;Assist. de Operações - Estoque;5;1698.89
574125;32;M;2º Grau Completo;Assist. de Operações - Estoque;4;2438.51
569563;27;M;2º Grau Completo;Assist. de Operações - Estoque;5;2340.98
572010;25;M;2º Grau Completo;Assist. de Operações - Estoque;4;2551.34
578976;23;M;2º Grau Completo;Assist. de Operações - Estoque;3;2157.44
586075;21;M;2º Grau Completo;Assist. de Operações - Estoque;2;2157.44
576546;29;M;2º Grau Completo;Assist. de Operações - Estoque;3;2340.98
576438;23;M;2º Grau Completo;Assist. de Operações - Estoque;3;2157.44
579478;40;F;2º Grau Completo;Assist. de Operações - Estoque;3;1921.34
587085;23;M;2º Grau Completo;Assist. de Operações - Estoque;2;2438.51
582675;23;M;2º Grau Completo;Assist. de Operações - Estoque;5;2157.44
586669;29;M;2º Grau Completo;Assist. de Operações - Estoque;2;2438.51
585950;28;M;2º Grau Completo;Assist. de Operações - Estoque;2;2340.98
583427;41;M;2º Grau Completo;Assist. de Operações - Estoque;4;2157.44
580996;20;M;2º Grau Completo;Assist. de Operações - Estoque;2;2340.98
598841;28;F;2º Grau Completo;Assist. de Operações - Estoque;1;2074.12
596440;23;M;2º Grau Completo;Assist. de Operações - Estoque;1;2157.44
596140;46;M;2º Grau Completo;Assist. de Operações - Estoque;1;2247.34
597065;37;M;2º Grau Completo;Assist. de Operações - Estoque;1;2288
591463;24;M;2º Grau Completo;Assist. de Operações - Estoque;2;1921.34
588176;20;M;2º Grau Completo;Assist. de Operações - Estoque;2;2157.44
594084;31;M;2º Grau Completo;Assist. de Operações - Estoque;1;2247.34
804655;19;M;2º Grau Completo;Assist. de Operações - Estoque;0;1980.16
804312;24;M;2º Grau Completo;Assist. de Operações - Estoque;0;2157.44
801561;39;M;2º Grau Completo;Assist. de Operações - Estoque;0;2438.51
597553;22;F;2º Grau Completo;Assist. de Operações - Estoque;1;1642.41
537234;30;F;Superior Incompleto;Assist. de Operações - Estoque;11;2536.05
519591;35;F;Superior Incompleto;Assist. de Operações - Estoque;16;2157.44
511857;54;M;Superior Incompleto;Assist. de Operações - Estoque;20;2536.05
555812;29;M;Superior Incompleto;Assist. de Operações - Estoque;8;2157.44
543893;31;F;Superior Incompleto;Assist. de Operações - Estoque;10;2157.44
562890;34;F;Superior Incompleto;Assist. de Operações - Estoque;6;2668.77
559547;29;M;Superior Incompleto;Assist. de Operações - Estoque;7;2668.77
577884;22;M;Superior Incompleto;Assist. de Operações - Estoque;3;2322.85
582319;24;M;Superior Incompleto;Assist. de Operações - Estoque;5;2844.72
580608;21;M;Superior Incompleto;Assist. de Operações - Estoque;2;2419.64
589573;26;M;Superior Incompleto;Assist. de Operações - Estoque;2;2438.51
567946;29;M;Superior Completo;Assist. de Operações - Estoque;5;2963.25
502683;50;M;Superior Completo;Assist. de Operações - Estoque;34;2936.48
519297;34;F;Superior Completo;Assist. de Operações - Estoque;16;2877.41
524660;33;M;Superior Completo;Assist. de Operações - Estoque;15;2742.99
563044;32;M;Superior Completo;Assist. de Operações - Estoque;6;2345.48
568878;23;F;Superior Completo;Assist. de Operações - Estoque;5;2844.72
572886;29;M;Superior Completo;Assist. de Operações - Estoque;4;2230.7
578980;34;F;Superior Completo;Assist. de Operações - Estoque;3;2157.44
579890;24;F;Superior Completo;Assist. de Operações - Estoque;2;2340.98
576132;34;M;Superior Completo;Assist. de Operações - Estoque;3;2637.49
580323;37;M;Superior Completo;Assist. de Operações - Estoque;2;2438.51
581231;38;F;Superior Completo;Assist. de Operações - Estoque;10;2877.41
594515;44;M;Superior Completo;Assist. de Operações - Estoque;1;2340.98
805237;30;F;Superior Completo;Assist. de Operações - Estoque;0;2247.34
548567;27;M;Pós-Graduação;Assist. de Operações - Estoque;9;3269.92
526817;47;F;Pós-Graduação;Assist. de Operações - Estoque;14;2668.77
574695;34;M;Pós-Graduação;Assist. de Operações - Estoque;3;2844.72
555362;26;M;Pós-Graduação;Assist. de Operações - Estoque;8;2157.44
583969;24;F;Técnico;Assist. de Operações - Estoque;3;2536.05
800939;20;M;Técnico;Assist. de Operações - Estoque;0;2247.34
566520;24;M;2º Grau Completo;Assist. de Operações - Infra;6;2829.43
563080;24;M;Superior Incompleto;Assist. de Operações - Infra;6;2829.43
595305;23;M;Superior Incompleto;Assist. de Operações - Infra;1;2829.43
570009;35;F;Pós-Graduação;Assist. de Operações - Infra;5;2311.81
523062;39;M;4ª Série Incompleta;Atendente de Loja;15;1642.41
589698;26;M;4ª Série Incompleta;Atendente de Loja;2;1847.45
803658;30;F;4ª Série Incompleta;Atendente de Loja;0;1642.41
598904;32;M;4ª Série Incompleta;Atendente de Loja;1;1642.41
598354;47;M;4ª Série Incompleta;Atendente de Loja;1;1921.34
539041;30;M;4ª Série Completa;Atendente de Loja;11;1642.41
523012;52;M;4ª Série Completa;Atendente de Loja;15;1642.41
530975;37;F;4ª Série Completa;Atendente de Loja;13;1642.41
594160;49;F;5ª a 8ª Série Incompleta;Atendente de Loja;1;1642.41
541067;45;M;5ª a 8ª Série Incompleta;Atendente de Loja;10;1642.41
547014;45;F;5ª a 8ª Série Incompleta;Atendente de Loja;9;1642.41
554135;25;M;5ª a 8ª Série Incompleta;Atendente de Loja;8;1642.41
594758;20;F;5ª a 8ª Série Incompleta;Atendente de Loja;1;1921.34
588781;22;F;5ª a 8ª Série Incompleta;Atendente de Loja;2;1642.41
591755;23;F;5ª a 8ª Série Incompleta;Atendente de Loja;2;1642.41
802824;19;M;5ª a 8ª Série Incompleta;Atendente de Loja;0;1642.41
806558;32;F;5ª a 8ª Série Incompleta;Atendente de Loja;0;1642.41
588969;25;F;1º Grau Completo;Atendente de Loja;2;1642.41
593146;39;F;1º Grau Completo;Atendente de Loja;1;1708.07
594170;37;F;1º Grau Completo;Atendente de Loja;1;1582.81
539380;46;F;1º Grau Completo;Atendente de Loja;11;1642.41
545213;47;F;1º Grau Completo;Atendente de Loja;10;1642.41
521663;42;M;1º Grau Completo;Atendente de Loja;15;1642.41
520552;40;M;1º Grau Completo;Atendente de Loja;16;1642.41
588124;41;F;1º Grau Completo;Atendente de Loja;2;1642.41
545185;49;F;2º Grau Incompleto;Atendente de Loja;10;1642.41
559231;39;F;2º Grau Incompleto;Atendente de Loja;7;1708.07
591012;40;F;2º Grau Incompleto;Atendente de Loja;2;1642.41
803732;19;M;2º Grau Incompleto;Atendente de Loja;0;1642.41
598537;19;F;2º Grau Incompleto;Atendente de Loja;1;1921.34
597433;23;F;2º Grau Completo;Atendente de Loja;1;1642.41
527919;53;F;2º Grau Completo;Atendente de Loja;14;1715.69
537024;32;F;2º Grau Completo;Atendente de Loja;11;1773.79
538831;36;M;2º Grau Completo;Atendente de Loja;11;1642.41
538461;35;M;2º Grau Completo;Atendente de Loja;11;1642.41
538704;39;M;2º Grau Completo;Atendente de Loja;11;1642.41
550319;34;F;2º Grau Completo;Atendente de Loja;9;1642.41
552666;51;F;2º Grau Completo;Atendente de Loja;8;1642.41
569012;41;F;2º Grau Completo;Atendente de Loja;5;1642.41
572840;26;F;2º Grau Completo;Atendente de Loja;4;1642.41
579000;38;F;2º Grau Completo;Atendente de Loja;3;1642.41
591018;31;M;2º Grau Completo;Atendente de Loja;2;1642.41
591634;23;F;2º Grau Completo;Atendente de Loja;2;1642.41
587079;23;F;2º Grau Completo;Atendente de Loja;2;1642.41
580665;25;M;2º Grau Completo;Atendente de Loja;2;1921.34
597272;20;F;2º Grau Completo;Atendente de Loja;1;1642.41
595957;21;M;2º Grau Completo;Atendente de Loja;1;1921.34
592782;22;F;2º Grau Completo;Atendente de Loja;1;1642.41
594749;30;F;2º Grau Completo;Atendente de Loja;1;1773.79
591078;46;F;2º Grau Completo;Atendente de Loja;2;1708.07
591256;44;F;2º Grau Completo;Atendente de Loja;2;1642.41
590000;30;F;2º Grau Completo;Atendente de Loja;2;1642.41
589679;27;F;2º Grau Completo;Atendente de Loja;2;1642.41
593973;33;F;2º Grau Completo;Atendente de Loja;1;1642.41
592995;37;M;2º Grau Completo;Atendente de Loja;1;1921.34
804653;23;M;2º Grau Completo;Atendente de Loja;0;1642.41
804498;29;F;2º Grau Completo;Atendente de Loja;0;1642.41
803491;23;F;2º Grau Completo;Atendente de Loja;0;1642.41
801558;19;F;2º Grau Completo;Atendente de Loja;0;1642.41
805747;18;M;2º Grau Completo;Atendente de Loja;0;1642.41
805486;18;M;2º Grau Completo;Atendente de Loja;0;1642.41
802574;28;F;2º Grau Completo;Atendente de Loja;0;1642.41
803181;24;F;2º Grau Completo;Atendente de Loja;0;1642.41
803234;47;F;2º Grau Completo;Atendente de Loja;0;1642.41
598118;20;M;2º Grau Completo;Atendente de Loja;1;1642.41
597957;24;M;2º Grau Completo;Atendente de Loja;1;1921.34
599768;19;F;2º Grau Completo;Atendente de Loja;1;1642.41
599894;37;M;2º Grau Completo;Atendente de Loja;1;1921.34
599893;25;M;2º Grau Completo;Atendente de Loja;1;1921.34
599954;19;M;2º Grau Completo;Atendente de Loja;1;1642.41
800649;20;M;2º Grau Completo;Atendente de Loja;0;1642.41
599887;21;M;2º Grau Completo;Atendente de Loja;1;1642.41
800598;22;M;2º Grau Completo;Atendente de Loja;0;1921.34
